URL,更新日,タイトル,本文
https://ishiharakaori-fc.com/news/?id=118,2023/03/03,3/21（火祝）開催 石原夏織 ファンクラブイベント「UNITY」vol.02グッズ情報を公開！,3/21（火祝）開催 石原夏織 ファンクラブイベント「UNITY」vol.02のグッズ情報を公開いたしました！ GOODS INFORMATION 感染予防対策を講じた上で、グッズの会場販売を実施いたします。 ■販売時間 12:00(予定)～夜の部 終演後、物販列途切れるまで ■注意事項 ※ファンクラブ会員証を物販コーナー入口にて係員が確認させていただきます。お忘れないようご持参ください ※準備状況により販売時間が前後する場合がございます ※イベント販売商品のため、 数に限りがあります。品切れの際はご容赦ください ※お支払いは、現金、クレジットカード（VISA、Master、American Express、JCB）、交通系IC、ID、QUICPay、PayPayがご利用いただけます。また、全レジ対応可能です※待機列にて事前に検温・消毒をいただきます ※レジ袋のご用意はございません。あらかじめご了承ください ※ご購入品のお渡し間違い、釣り銭不足などないよう心がけて販売を行ないますが、必ずご購入後にその場でご確認ください。後ほどのお申し出にはご対応いたしかねます ※不良品の交換も当日会場対応のみとなります。ご購入後のご確認お願い申しあげます ※徹夜行為は会場ならびに近隣の方のご迷惑になりますため、一切禁止とさせていただきます GOODS LINEUP ●ブロマイドセット A・B／各500円（税込） サイズ：L判 仕様：3枚1セット ●缶バッジ ランダム6種／500円（税込） サイズ：φ65mm ●ロングTシャツ／各4000円（税込） サイズ：M・L カラー：サンドベージュ ●オーガニックハンドクリーム／2500円（税込） 容量：50ml ※お肌に合わない場合やお肌に異常がある場合、ご使用をおやめください ●スマートフォンストラップ／1500円（税込） サイズ：【タブ】約Ｈ88×Ｗ55ｍｍ、【ネックストラップ】全長 約1450～1600ｍｍ（調整可能） ●マルチポーチ／3000円（税込） サイズ：約W105×H155mm、収納ポケット2つ・カードポケット2つ付き ●卓上カレンダー 2023-2024／2500円（税込） サイズ：H145×W210mm 仕様：表紙＋13枚（2023年4月～2024年3月／1ヶ月表示） ●石原夏織×ジェットストリームボールペン／1800円（税込） 仕様：4色ボールペン（黒・赤・青・緑）＆シャープ ※ロングTシャツ サイズ一覧表※ 身丈 身巾 肩巾 袖丈 M 74 65 65 57 L 76 68 68 59
https://ishiharakaori-fc.com/news/?id=123,2023/03/21,祝！アーティストデビュー5周年！,いつも応援ありがとうございます！ ​​​​​​ 2023年3月21日、アーティストデビュー5周年を迎えました🎉 夏織ちゃんから「hand in hand」の皆さまにスペシャルメッセージが届きました♪ 更に、スペシャルスマホ壁紙もプレゼント🎁 期間内に忘れずダウンロードしてくださいね！ ●ダウンロード期限 2023年4月30日(日)23:59まで メッセージと壁紙は こちら からチェックしてくださいね！
https://ishiharakaori-fc.com/news/?id=124,2023/03/21,フレーム Vol.13～20を更新☆,AR CAMERAのフレームを更新しました☆ ぜひ色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=125,2023/03/19,グッズ紹介しまーす🌸 を更新,スタッフブログを更新しました☆ 2回目のファンクラブグッズ、ぜひチェックしてくださいね！
https://ishiharakaori-fc.com/news/?id=126,2023/03/21,会報6号、発行決定！,"会報6号の発行が決定しました♪ 会報誌を確実に皆さまのお手元に届けるために、必ず下記をご一読いただきますようお願いいたします。 ◆発送日 2023年5月下旬頃より順次発送を予定しております。 ◆発送対象 ・「hand in hand」有効会員の方 ・2023年5月31日（水）までに会員登録・入金完了までお手続きをお済ませいただいた方 ◆おたより募集のご案内 会報6号の発行にあたり、ファンクラブ会員の皆さんから投稿を募集いたします。 ●テーマ 3/21（火祝）開催ファンクラブイベント「UNITY」Vol.02 感想 ●投稿可能なもの ・文字（500文字以内） ・写真（5MB/jpg,gif,png） ・イラスト（5MB/jpg,gif,png） ●締切 2023年4月2日（日）23：59まで 投稿はこちら ◆発送先住所確認のお願い 会報誌の発送に伴い、お引越しをされた方、お引越し予定の方は、期間内に必ず住所変更のお手続きをお願いいたします。 ＜確認期間＞ 2023年5月7日（日）23:59まで ＜確認・変更方法＞ ログイン後、MYPAGE内 会員情報にてご確認・変更ください ※確認期間内に住所変更がされていなかった場合・住所不明による未着や紛失等があった場合、再送のご対応はできかねます。あらかじめご了承ください。 ◆未着問合せ期間のご案内 時間がたってもお手元に会報誌が届かない場合は、以下の期間中に「お問い合わせ」よりご連絡ください。 ＜未着問い合わせ期間＞ 2023年6月12日（月）〜6月18日（日）23:59まで ※【クロネコDM便】での発送となり、ポスト投函でのお届けとなります。 ※上記期間以外のお問い合わせにつきましては、ご対応いたしかねますのでご注意ださい。 ※再送対応にお時間をいただいてしまう可能性がございます。予めご了承ください。"
https://ishiharakaori-fc.com/news/?id=127,2023/03/22,【重要】石原夏織 オフィシャルファンクラブ「hand in hand」会員規約改定のお知らせ,2023年3月22日（水）より、「石原夏織 オフィシャルファンクラブ『hand in hand』」サービス利用規約内 個人情報利用に関するお問い合わせ窓口を下記のとおり変更いたします。 ――――――――――――――― ◆第5条7項 に記載の個人情報利用に関するお問い合わせ窓口 ＜改定前＞ 株式会社ポニーキャニオン 個人情報お問い合わせ窓口 〒106-8487 東京都港区六本木 1-5-17 TEL：0570-000-326（平日 11:00 〜17:00） ＜改定後＞ 住所 〒106-8487 東京都港区六本木一丁目5番17号 担当 株式会社ポニーキャニオン 内部監査室 個人情報問合せ窓口 ※ 書面以外（FAX、 電話、電子メール等）でのお問合せはお受けしておりません。 お返事は問合せ窓口が書面を受領後、適時ご連絡させていただきます。 ――――――――――――――― 個人情報利用以外に関する、通常のお問い合わせ窓口に変更はございません。 本変更に関するお問い合わせは、「石原夏織 オフィシャルファンクラブ『hand in hand』」内「お問い合わせ」よりお願いいたします。 引き続き個人情報の適正な履行に努めてまいります。 今後とも、「石原夏織 オフィシャルファンクラブ『hand in hand』」をよろしくお願い申し上げます。
https://ishiharakaori-fc.com/news/?id=129,2023/03/26,「hand in hand」生配信 3月27日(月)開催決定！,※アーカイブ映像を【MOVIE】にて公開中です（4月30日までの限定公開） ご視聴ありがとうございました！ 3月27日(月)20時より、「hand in hand」生配信の開催が決定しました☆彡 先日開催したファンクラブイベント「UNITY」vol.02の感想を中心にお届けします♪ 皆さま、たくさんのコメントお待ちしております！！ イベント概要 配信日時 2023年3月27日(月)20時頃 配信開始予定 ※配信直前は混雑が予想されます。配信開始の15～20分前などお早めにログインのうえ配信開始をお待ちください。 ※配信が始まると、動画は自動的に開始いたします。過度なリロードはサイトへの負荷となりますので、お控えいただきますようお願いいたします。 チャット機能について ※チャットに参加する場合は、名前、利用規約とプライバシーポリシーに同意のチェックを入れ、登録を押し、その後にメッセージを入力してください。（チャット上にお名前が表示されない場合は、メッセージ内にもお名前をいれてください ※任意） ※チャット機能は会話に参加するほかのユーザーへの思いやりを忘れずにお楽しみください。 注意事項 ※ご視聴には、石原夏織 オフィシャルファンクラブ「hand in hand」への有料会員登録が必要となります。ご視聴を希望される方は、配信開始までに会員登録・入金完了までお手続きをお済ませください。 ※生配信のため、通信エラー等により配信が途切れる場合がございます。予めご了承ください。 ※本コンテンツは視聴専用となりダウンロードは出来ません。録画・スクリーンショットなどは禁止とさせていただきます。 ※視聴が出来ない方はブラウザを変えてお試しください。 ※機種や端末、ブラウザによって表示が異なる為、再生ボタンやチャットが表示されない場合がございます。その際はブラウザを変えてお試しくださいませ。 ※Androidをご利用されている場合はChrome等にブラウザを変えてお試しください。 ※Wi-Fi環境にてご視聴いただく事を強くお勧めいたします。 ◆ 配信ページはこちら ◆ 新規ご入会はこちら
https://ishiharakaori-fc.com/news/?id=130,2023/03/27,石原夏織 ファンクラブイベント「UNITY」vol.02 グッズ通販情報！,3月21日（火祝）開催 石原夏織 ファンクラブイベント「UNITY」vol.02グッズの通信販売を下記の通り実施いたします！ ご好評につき完売となりました【石原夏織×ジェットストリームボールペン】は受注生産が決定！ この機会をお見逃しなく♪ GOODS LINEUP 【ラインナップ】 ＜在庫販売アイテム／ファンクラブ会員のみ購入可能＞ ●ブロマイドセット A・B／各500円（税込） ●缶バッジ ランダム6種／500円（税込） ●ロングTシャツ M・Lサイズ／各4000円（税込） ●オーガニックハンドクリーム／2500円（税込） ●マルチポーチ／3000円（税込） ＜在庫販売アイテム／どなたでも購入可能＞ ●卓上カレンダー 2023-2024／2500円（税込） ＜受注販売アイテム／どなたでも購入可能＞ ●石原夏織×ジェットストリームボールペン／1800円（税込） 【販売期間】 3月28日（火）19:00〜 【販売URL】 https://canime.jp/ishiharakaori/ ※商品は販売開始時間より表示されます ※在庫販売アイテムは準備数に限りがございます。あらかじめご了承ください ※ご購入の際は『きゃにめ』への会員登録が必要です。またファンクラブ会員のみ購入可能商品は、オフィシャルファンクラブ『hand in hand』への入会が必要です ※通販に関するご質問は、こちらから（ https://canime.jp/contact/ ）お問い合わせください
https://ishiharakaori-fc.com/news/?id=131,2023/03/27,「hand in hand」生配信 アーカイブ映像を更新☆,3月27日開催の「hand in hand」生配信のアーカイブ映像を更新しました♪ 4月30日までの限定公開となりますので、見逃した方は忘れずにチェックしてくださいね！ MOVIEはこちら
https://ishiharakaori-fc.com/news/?id=132,2023/04/24,サポート窓口 ゴールデンウィーク休業のお知らせ,いつも当サイトをご利用いただきありがとうございます。 以下の期間中、ゴールデンウィーク休業のためサポート窓口をお休みさせていただきます。 ■サポート窓口休業期間 2023年5月3日(水・祝)～2023年5月7日(日) 期間中にいただいたお問い合わせは、承りました順に5月8日(月)から対応させていただきます。 通常よりお時間がかかる場合がございますので、恐れ入りますが、予めご了承いただきますようお願い致します。 ご迷惑をおかけ致しますが、何卒よろしくお願い申し上げます。
https://ishiharakaori-fc.com/news/?id=133,2023/04/25,「hand in hand」生配信 4月28日(金)開催決定！,4月28日(金)19時より、「hand in hand」生配信の開催が決定しました☆彡 ゆるく楽しくお届け予定です♪ 皆さま、たくさんのコメントお待ちしております！！ イベント概要 配信日時 2023年4月28日(金)19時頃 配信開始予定 ※配信直前は混雑が予想されます。配信開始の15～20分前などお早めにログインのうえ配信開始をお待ちください。 ※配信が始まると、動画は自動的に開始いたします。過度なリロードはサイトへの負荷となりますので、お控えいただきますようお願いいたします。 チャット機能について ※チャットに参加する場合は、名前、利用規約とプライバシーポリシーに同意のチェックを入れ、登録を押し、その後にメッセージを入力してください。（チャット上にお名前が表示されない場合は、メッセージ内にもお名前をいれてください ※任意） ※チャット機能は会話に参加するほかのユーザーへの思いやりを忘れずにお楽しみください。 注意事項 ※ご視聴には、石原夏織 オフィシャルファンクラブ「hand in hand」への有料会員登録が必要となります。ご視聴を希望される方は、配信開始までに会員登録・入金完了までお手続きをお済ませください。 ※生配信のため、通信エラー等により配信が途切れる場合がございます。予めご了承ください。 ※本コンテンツは視聴専用となりダウンロードは出来ません。録画・スクリーンショットなどは禁止とさせていただきます。 ※視聴が出来ない方はブラウザを変えてお試しください。 ※機種や端末、ブラウザによって表示が異なる為、再生ボタンやチャットが表示されない場合がございます。その際はブラウザを変えてお試しくださいませ。 ※Androidをご利用されている場合はChrome等にブラウザを変えてお試しください。 ※Wi-Fi環境にてご視聴いただく事を強くお勧めいたします。 ◆ 配信ページはこちら ◆ 新規ご入会はこちら
https://ishiharakaori-fc.com/news/?id=134,2023/06/01,石原夏織 『“推し”タオル』＆『うちわ』の発売が決定！,ファンクラブ会員限定配信などでも多くのリクエストを頂戴した『“推し”タオル』と『うちわ』の発売が決定しました！ イベントやライブでの“推し”アピールに大活躍な2アイテム！ 使用や応援する時は、周りの方への配慮も忘れずにお楽しみくださいね♪ 【受付期間】 6月1日（木）12:00〜6月12日（月）23:59まで 【お届け】 7月下旬予定 【販売URL】 https://canime.jp/ishiharakaori/ ※商品は販売開始時間より表示されます ※若干数ではございますが、8月6日開催予定「5th Anniversary Live -bouquet-」会場でも販売を予定しております ※「クリアうちわ ランダム4種」をご購入の際は、石原夏織 オフィシャルファンクラブ「hand in hand」と「きゃにめ』」への会員登録が必要です ※ご利用方法については、こちら（ https://canime.jp/help/ ）からご確認ください ※通販に関するご質問は、こちらから（ https://canime.jp/contact/ ）お問い合わせください ●“推し”スポーツタオル／2800円（税込） サイズ：約 H400×W1100mm ちょっと大きめのスポーツタオル！ SNSのハッシュタグで皆さんに楽しんでいただいている「#今日も夏織は可愛い」を大胆にデザインしました！ ●クリアうちわ ランダム4種／1000円（税込） サイズ：約200×200mm（取っ手含まず） ※ファンクラブ「hand in hand」会員限定グッズとなります 『うちわ』は、クリア素材になっているので持ち運びも楽々☆ ファンクラブ会員限定グッズとなりますので、この機会に『hand in hand』もチェックしてくださいね！
https://ishiharakaori-fc.com/news/?id=135,2023/06/09,「hand in hand」生配信 6月12日(月)開催決定！,6月12日(月)20時より、「hand in hand」生配信の開催が決定しました☆彡 今回はなんと、Nintendo Switchを使って「マリオカート」にチャレンジしちゃいます🎮 ソフトをお持ちの方は、ぜひご準備してご参加ください！ 「hand in hand」初の試み、皆さまあたたかい目で見守っていてくださいね！ ご参加お待ちしております✨ イベント概要 配信日時 2023年6月12日(月)20時頃 配信開始予定 ※配信直前は混雑が予想されます。配信開始の15～20分前などお早めにログインのうえ配信開始をお待ちください。 ※配信が始まると、動画は自動的に開始いたします。過度なリロードはサイトへの負荷となりますので、お控えいただきますようお願いいたします。 チャット機能について ※チャットに参加する場合は、名前、利用規約とプライバシーポリシーに同意のチェックを入れ、登録を押し、その後にメッセージを入力してください。（チャット上にお名前が表示されない場合は、メッセージ内にもお名前をいれてください ※任意） ※チャット機能は会話に参加するほかのユーザーへの思いやりを忘れずにお楽しみください。 注意事項 ※ご視聴には、石原夏織 オフィシャルファンクラブ「hand in hand」への有料会員登録が必要となります。ご視聴を希望される方は、配信開始までに会員登録・入金完了までお手続きをお済ませください。 ※生配信のため、通信エラー等により配信が途切れる場合がございます。予めご了承ください。 ※本コンテンツは視聴専用となりダウンロードは出来ません。録画・スクリーンショットなどは禁止とさせていただきます。 ※視聴が出来ない方はブラウザを変えてお試しください。 ※機種や端末、ブラウザによって表示が異なる為、再生ボタンやチャットが表示されない場合がございます。その際はブラウザを変えてお試しくださいませ。 ※Androidをご利用されている場合はChrome等にブラウザを変えてお試しください。 ※Wi-Fi環境にてご視聴いただく事を強くお勧めいたします。 ◆ 配信ページはこちら ◆ 新規ご入会はこちら
https://ishiharakaori-fc.com/news/?id=136,2023/06/12,ゲーム配信、やってみよう🎮 を更新,スタッフブログを更新しました☆ いよいよ本日〈6月12日（月）20時〉より、会員限定生配信を実施します！ 皆さまぜひ遊びに来てください！
https://ishiharakaori-fc.com/news/?id=138,2023/08/06,会報7号、発行決定！,"会報7号の発行が決定しました♪ 会報誌を確実に皆さまのお手元に届けるために、必ず下記をご一読いただきますようお願いいたします。 ◆発送日 2023年9月19日より順次発送を予定しております。 ◆発送対象 ・「hand in hand」有効会員の方 ・2023年9月30日（土）までに会員登録・入金完了までお手続きをお済ませいただいた方 ◆おたより募集のご案内 会報7号の発行にあたり、ファンクラブ会員の皆さんから投稿を募集いたします。 ●テーマ ・2023/8/6(日) Ishihara Kaori 5th Anniversary Live -bouquet-感想 ・11thシングル「Paraglider」感想 ●投稿可能なもの ・文字（500文字以内） ・写真（5MB/jpg,gif,png） ・イラスト（5MB/jpg,gif,png） ●締切 2023年8月15日（火）23：59まで 投稿はこちら ◆発送先住所確認のお願い 会報誌の発送に伴い、お引越しをされた方、お引越し予定の方は、期間内に必ず住所変更のお手続きをお願いいたします。 ＜確認期間＞ 2023年8月31日（木）23:59まで ＜確認・変更方法＞ ログイン後、MYPAGE内 会員情報にてご確認・変更ください ※確認期間内に住所変更がされていなかった場合・住所不明による未着や紛失等があった場合、再送のご対応はできかねます。あらかじめご了承ください。 ◆未着問合せ期間のご案内 時間がたってもお手元に会報誌が届かない場合は、以下の期間中に「お問い合わせ」よりご連絡ください。 ＜未着問い合わせ期間＞ 2023年10月9日（月）〜10月15日（日）23:59まで ※【クロネコDM便】での発送となり、ポスト投函でのお届けとなります。 ※上記期間以外のお問い合わせにつきましては、ご対応いたしかねますのでご注意ださい。 ※再送対応にお時間をいただいてしまう可能性がございます。予めご了承ください。"
https://ishiharakaori-fc.com/news/?id=139,2023/08/27,Animelo Summer Live 2023 -AXEL- コメント,Animelo Summer Live 2023 -AXEL- コメントを更新しました！
https://ishiharakaori-fc.com/news/?id=140,2023/09/20,「Paraglider」ジャケット撮影メイキングを更新☆,「Paraglider」ジャケット撮影メイキングを更新しました！
https://ishiharakaori-fc.com/news/?id=141,2023/10/10,FCイベント開催決定！更新！,ファンクラブイベント開催を記念して、夏織ちゃんからメッセージがとどきました♪ ぜひチェックしてくださいね！
https://ishiharakaori-fc.com/news/?id=142,2023/10/02,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=143,2023/11/09,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=144,2023/12/01,STAFF BLOG更新！,スタッフブログを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=145,2023/12/06,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=146,2023/12/08,石原夏織 ファンクラブイベント「Ishihara Kaori Xmas Sweets Party」にご参加の皆様へお願い,"石原夏織 ファンクラブイベント「Ishihara Kaori Xmas Sweets Party」 にご参加のファンクラブ会員の皆様へ🎄 イベントを盛り上げるため、皆様にご協力のお願いです｡:*.ﾟ･*. 1. 皆様からの質問を大募集！ イベント開催にあたりまして、皆様から以下の内容で、おたよりを募集します♪ テーマ ・夏織ちゃんへの質問 ・夏織ちゃんへのお願い（言ってほしい・やってほしいこと） 募集期間：12月8日（金）〜12月17日（日）23：59まで ※ご応募は、お一人様１回でお願いします 投稿可能なもの ・文字（500文字以内） おたよりを送る 2. #今日も夏織はかわいい フォトコンテスト ファンクラブ限定コンテンツのARカメラ機能を使ったフォトコンテストを開催します！ 今回は「クリスマス」をテーマに皆様からフォトを募集☆ コンテストで受賞された場合、当日、素敵な何かが起こるかも...？ 募集期間：12月8日（金）〜12月17日（日）23：59まで ※ご応募は、お一人様１回でお願いします 投稿可能なもの ・文字（500文字以内） ・写真（5MB/jpg,gif,png） 作品例 コンテストに応募する 3. ❄︎夏織ちゃんからお願い事❄︎ 今回のイベント、クリスマスパーティーということで、夏織ちゃんからお願い事があるそうです☺️ :*:・'゜☆' .:*:・'゜☆' .:*:・'゜☆ イベントのドレスコード👗 💙something blue💙 夏織サンタより🤶 :*:・'゜☆' .:*:・'゜☆' .:*:・'゜☆ ということで、、、 12月25日（月）のイベントにご参加される方は、 夏織ちゃんのイメージカラーでもある、ブルー系のアイテムを何か身につけて来ていただけたら嬉しいです♪ お洋服でも、ハンカチでも、アクセサリーでも、アクリルスタンドでも大丈夫ですので、無理のない範囲でご参加お待ちしております⛄️ 皆様のご参加、お待ちしております！"
https://ishiharakaori-fc.com/news/?id=147,2023/12/08,STAFF BLOG更新！,スタッフブログを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=148,2023/12/12,Kaori's diary in kyoto を更新！,MOVIE「Kaori's diary in kyoto1&2」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=149,2023/12/12,STAFF BLOG更新！,スタッフブログを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=150,2023/12/13,85 BLOG更新！,制作担当85のブログを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=151,2023/12/14,STAFF BLOG更新！,スタッフブログを更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=152,2023/12/15,12/25（月）開催　石原夏織 ファンクラブイベント「Ishihara Kaori Xmas Sweets Party」会場物販が決定！,"12/25（月）開催 石原夏織 ファンクラブイベント 「Ishihara Kaori Xmas Sweets Party」 にて、ファンクラブ会員限定グッズの会場物販を行います♪ 「皆さんに、寒い冬を暖かく過ごしてほしい」という夏織ちゃんの願いから、 リバーシブルネックウォーマーと巾着付きブランケット の２種類をご用意しました！ どちらもふわふわの生地を使用し、冬らしいオリジナルロゴをプリント！ オフィスでもプライベートでも使いやすいブラックカラーとなっています。 ＜販売方法＞ ❄︎会場販売❄︎ 販売時間／10時〜夜の部 終演後、物販列が途切れるまで ※公演チケットをお持ちでない方もご購入いただけます ※ご購入の際、ファンクラブ会員証（もしくはデジタル会員証）の確認を実施いたします ※完売となりました商品の取り扱いはございません ＜注意事項＞ ※販売時間は前後する場合がございます ※状況により販売を一時中断する可能性がございます ※ライブ販売商品のため、 数に限りがございます。品切れの際はご容赦ください ※お支払いは、現金、クレジットカード（VISA、Master、American Express、JCB）、交通系IC、iD、QUICPay、PayPay がご利用いただけます ※レジ袋のご用意はございません。あらかじめご了承ください ※ご購入品のお渡し間違い、釣り銭不足などないよう心がけて販売を行いますが、必ずご購入後にその場でご確認ください。後ほどのお申し出にはご対応いたしかねます ※不良品の交換も当日会場対応のみとなります。ご購入後のご確認お願い申しあげます ※徹夜行為･早朝からのご来場は、会場および近隣の方へのご迷惑となるためご遠慮ください ＜グッズラインナップ＞ ❄︎ファンクラブ会員限定グッズ❄︎ ネックウォーマー／2,000円（税込） ＊リバーシブル仕様 オリジナルロゴイラストのネックウォーマー ボア面にもこもこ生地を使用しています♪ ブランケット／4,000円（税込） ＊巾着付き オリジナルロゴイラストのタグ付きブランケット 両面のフリース生地は、それぞれ毛足感が異なる仕様となっています☆ 是非、この機会にgetして下さい♡"
https://ishiharakaori-fc.com/news/?id=153,2023/12/15,AR CAMERAのフレーム Vol.21～26を更新☆,AR CAMERAのフレームを更新しました☆ winter seasonにぴったりな夏織ちゃんと一緒に ぜひ色んな写真を撮ってみてください！
https://ishiharakaori-fc.com/news/?id=154,2023/12/21,冬グッズのご紹介 を更新！,MOVIE「冬グッズのご紹介」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=155,2023/12/22,Kaori's diary Garapon を更新！,MOVIE「Kaori's diary Garapon」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=156,2023/12/26,サポート窓口 年末年始休業のお知らせ,いつも当サイトをご利用いただきありがとうございます。 以下の期間中、年末年始休業のためサポート窓口をお休みさせていただきます。 ■サポート窓口休業期間 2023年12月28日(木)～2024年1月4日(木) 期間中にいただいたお問い合わせは、承りました順に1月5日(金)から対応させていただきます。 通常よりお時間がかかる場合がございますので、恐れ入りますが、予めご了承いただきますようお願い致します。 ご迷惑をおかけ致しますが、何卒よろしくお願い申し上げます。
https://ishiharakaori-fc.com/news/?id=157,2023/12/22,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=158,2023/12/25,石原夏織 ファンクラブイベント「UNITY」vol.03開催決定！,来年2024年3月にファンクラブイベント「UNITY vol.3」が東京と大阪で開催が決定しました！ 3月9日（土）大阪ドーンセンター、3月16日（土）山野ホールでの開催です。 詳細は後日発表予定ですので、お楽しみに！ 公演概要 ●公演日時 2024年3月9日（土）UNITY vol.3 in OSAKA （会場：大阪ドーンセンター） 2024年3月16日（土）UNITY vol.3 in TOKYO （会場：山野ホール） また、イベントにてミニオンズコラボグッズの発売も決定しました！ こちらもお楽しみに♪
https://ishiharakaori-fc.com/news/?id=159,2023/12/25,クリスマスイベント終演後メッセージ を更新！,MOVIE「クリスマスイベント終演後メッセージ」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=160,2023/12/26,「Ishihara Kaori Xmas Sweets Party」ファンクラブ会員限定グッズの事後通販が決定！,"石原夏織 ファンクラブイベント 「Ishihara Kaori Xmas Sweets Party」 ファンクラブ会員限定グッズが、『きゃにめ』にて事後通販が決定しました！ 「皆さんに、寒い冬を暖かく過ごしてほしい」という夏織ちゃんの願いから、 リバーシブルネックウォーマーと巾着付きブランケット の２種類をご用意しました！ どちらもふわふわの生地を使用し、冬らしいオリジナルロゴをプリント！ オフィスでもプライベートでも使いやすいブラックカラーとなっています。 ＜販売方法＞ きゃにめ https://canime.jp/ishiharakaori/ ＜販売開始日時＞ 2023/12/27 18:00〜 ＜お届け時期＞ 1月中旬より順次お届け予定となります ＜グッズラインナップ＞ ❄︎ファンクラブ会員限定グッズ❄︎ ネックウォーマー／2,000円（税込） ＊リバーシブル仕様 ▶︎ご購入はこちら オリジナルロゴイラストのネックウォーマー ボア面にもこもこ生地を使用しています♪ ブランケット／4,000円（税込） ＊巾着付き ▶︎ご購入はこちら オリジナルロゴイラストのタグ付きブランケット 両面のフリース生地は、それぞれ毛足感が異なる仕様となっています☆ 是非、この機会にgetして下さい♡"
https://ishiharakaori-fc.com/news/?id=161,2024/01/01,Happy New Year 夏織ちゃんから年賀状が届きました！,ファンクラブ会員の皆さま 新年、あけましておめでとうございます！ 夏織ちゃんから、年賀状が届きました✨ ぜひチェックしてくださいね！ ※閲覧は2024年2月29日までとなります ◆ 年賀状はこちら ◆ 新規ご入会はこちら 今後も石原夏織の応援、宜しくお願いいたします。 石原夏織チーム一同
https://ishiharakaori-fc.com/news/?id=162,2023/12/29,"くるくる動画　""クリスマスイベント衣装ver""を更新！","MOVIE「くるくる動画 ""クリスマスイベント衣装ver""」を更新しました！ ▽こちらからチェック"
https://ishiharakaori-fc.com/news/?id=163,2024/01/01,『かおみくじ』更新！,「かおみくじ」が新年に合わせて更新！ 是非、新しい「かおみくじ」をお楽しみにください✨ ▷「かおみくじ」を引く
https://ishiharakaori-fc.com/news/?id=164,2024/01/01,夏織ちゃんからブログが届きました！,夏織ちゃんからブログが届きました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=165,2024/01/05,新コンテンツ「VOICE BLOG」がスタート！,夏織ちゃんがまったりおしゃべりする新コンテンツがスタート！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=166,2024/01/06,Kaori's diary singing♪を更新！,MOVIE「Kaori's diary singing♪」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=167,2024/01/07,Kaori's diary Cheers!を更新！,MOVIE「Kaori's diary Cheers!」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=168,2024/01/11,クリスマスイベントDigest Movieを更新！,MOVIE「クリスマスイベントDigest Movie」を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=169,2024/01/12,クリスマスイベント夜の部「Page Flip」を更新！,MOVIE『クリスマスイベント夜の部「Page Flip」』を更新しました！ ▽こちらからチェック
https://ishiharakaori-fc.com/news/?id=170,2024/01/10,「VOICE BLOG」#2　更新！,夏織ちゃんがまったりおしゃべりする新コンテンツ 「VOICE BLOG」#2 を更新しました！ ↓ご視聴は、こちらから
https://ishiharakaori-fc.com/news/?id=171,2024/01/13,STAFF BLOG更新！,スタッフブログを更新しました！ ▽こちらからチェック
