URL,更新日,タイトル,本文
https://www.inorimachi.com/fc_news/2021/1118170000.html,2021.11.18,「いのりまち町民集会2021-おかわり-」会場開催チケット発送完了のお知らせ,"「いのりまち町民集会2021-おかわり-」会場開催チケットを11月18日(木)に簡易書留にて発送いたしました。
ご不在がちな方は、ポストの不在票にご注意ください。
簡易書留のお問い合わせ番号は、ファンクラブページ内「チケット」
並びに「チケット　発送完了のお知らせ」メールにてご確認いただけます。
11月26日(金)になりましてもお手元に届かない場合は、
下記「未着問い合わせ期間」内にファンクラブまでお問い合わせください。
《未着問い合わせ期間》
11月26日(金)～12月2日(木)
配達状況は、下記よりご確認いただけます。
お問い合わせの際は、必ず事前にご確認の上ご連絡くださいますようお願いいたします。
【郵便追跡サービス】
https://trackings.post.japanpost.jp/services/srv/search/input
----------------------------
※※重要※※
イベントへの入場には、
【会員証・有効な顔写真付き身分証明書(※下記参照)・チケット】
が必要です。
いずれかをお持ちでない場合、ご参加いただけませんのでご注意ください。
★本イベントにおける有効な顔写真付き身分証明
○運転免許証(各都道府県公安委員会が発行するもの)
○パスポート
○顔写真付きマイナンバーカード(通知カードは認められません)
○在留カードまたは特別永住者証明書
○顔写真付き障害者手帳
○顔写真付き学生証
○顔写真付き住民基本台帳カード
※すべてにおいて、コピー・期限切れ・顔写真無しのものは無効。
※チケット印字氏名と一致するものに限ります。
※外国籍の方は【パスポート・在留カード・特別永住者証明書】のいずれかをお持ちください。
※発行に時間を要する場合もございますので、これから取得される方はお早めにお手続きください。
※顔写真付きマイナンバーカードは、年令問わず無料で取得することができます。
>> マイナンバーカード総合サイト"
https://www.inorimachi.com/fc_news/2021/1119150000.html,2021.11.19,【配信】「Inori Minase LIVE TOUR 2021 HELLO HORIZON」いのりまち限定特典付きチケットのご案内,"「Inori Minase LIVE TOUR 2021 HELLO HORIZON」横浜アリーナ公演のオンライン配信につきまして、
いのりまち限定の特典付きチケットの販売が決定いたしました！
【概要】
「Inori Minase LIVE TOUR 2021 HELLO HORIZON」
横浜アリーナ公演
2021年11月7日(日) 18:00開演予定
>> 詳細はこちら！
【いのりまち限定特典】
いのりまちにて配信チケットをご購入いただいた方に、
「Inori Minase LIVE TOUR 2021 HELLO HORIZON」横浜アリーナ公演の生写真をお届けします♪
----------
※11月19日(金)
12月下旬発送予定の「いのりまちだより」16号に同封してのお届けを予定しております。
----------
【チケット販売期間】
10月2日(土) 10:00〜11月14日(日) 18:00
【チケット購入方法】
ファンクラブページ「チケット」内、「配信チケット購入ページ」のボタンより
チケットぴあのサイトにアクセスし、案内に従ってご購入ください。
※チケットの購入には、チケットぴあの会員登録(無料)が必要です。
【ご注意】
※チケットの購入には会員期限内である必要があります。
※日本国内からのみ視聴可能です。
※チケットの販売は11月14日(日) 18:00に終了いたします。
※チケットの購入は、11月13日(土)21:00以降はクレジットカード決済のみとなります。
※ファンクラブページに二重にログインしていたり、ポップアップブロックの設定により、チケット購入ページが表示されない場合がございます。ご注意ください。
♪入会をご検討の方へ
チケットの販売期間内に、ファンクラブページより【クレジットカード決済・コンビニ／ペイジー支払】にて
ご入会(入金完了まで)いただきますとチケットの購入が可能です！
>> ご入会はこちらから！
【ご注意】
※Loppi／ローソンチケット、郵便振込からのお手続きは期日が異なります。
下記期日を過ぎた場合、チケットをご購入いただけない可能性がございますのでご注意ください。
・Loppi／ローソンチケット：11月7日(日)
・郵便振込：11月8日(月)
※ファンクラブで入金の確認がとれるまでに数日かかる場合がございます。お時間に余裕を持ってお手続きください。"
https://www.inorimachi.com/fc_news/2021/1119150001.html,2021.11.19,ファンクラブ会報「いのりまちだより」16号発行決定！,"ファンクラブ会報
「いのりまちだより」16号
の発行が決定しました！
16号の発送は12月下旬を予定しております。
今回は『Inori Minase LIVE TOUR 2021 HELLO HORIZON』を大特集☆
その他、撮影レポートや町民さんと町長の交流コーナーなど、
ここでしか見られない情報が満載の会報です♪
住所変更を希望される方は
【12月6日(月)15:00まで】
に
ファンクラブページログイン後、「まち役場」よりお手続きください。
住所変更がない方も、今一度ご登録内容のご確認をお願いいたします。
※新型コロナウイルス感染症の流行に伴い、発行を延期させていただく場合がございます。
※会報16号は、2021年12月31日(金)までにご入会(入金完了まで)くださった方にお送りします。
※変更手続きがなく発送物未着のお問い合わせをいただいた場合、対応をいたしかねます。
※発送完了後は、まちの回覧板にてお知らせします。"
https://www.inorimachi.com/fc_news/2021/1129150000.html,2021.11.29,「いのりまち町民集会2021-おかわり-」まもなく開催！,"「いのりまち町民集会2021-おかわり-」はいよいよ今週末開催！
そんな町民集会について、本日は町長からのご案内をお届けしちゃいます♪
●まちの新聞
ファンクラブページ内
「まちの新聞」
を更新しました！
会場受取販売受付中のグッズを町長がご紹介♪
●まちの映画館
ファンクラブページ内
「まちの映画館」
を更新しました！
「いのりまち町民集会2021-おかわり-」についての意気込みをお話ししていただきました☆
どちらもお見逃しなく！"
https://www.inorimachi.com/fc_news/2021/1202150000.html,2021.12.02,まちの新聞「2021年カレンダー撮影～11月＆12月編～」更新！,"ファンクラブページ内
「まちの新聞」
で
「2021年カレンダー撮影～11月＆12月編～」
を公開しました！
カレンダー撮影の裏側をお届けです♪
ついに最終回！ぜひご覧ください！"
https://www.inorimachi.com/fc_news/2021/1207180000.html,2021.12.07,「いのりまち町民集会2021-おかわり-」グッズ事後通信販売のお知らせ,"「いのりまち町民集会2021-おかわり-」のグッズ事後通信販売が決定いたしました！
●取扱いアイテム
全アイテム
※商品によっては受付期間内であっても販売を終了する場合がございます。
●申し込み方法
ファンクラブページ内「グッズ」より、
ご希望のアイテムをショッピングカートに入れ、決済方法を選択し代金をご入金ください。
●申し込み受付期間
12月8日(水)18:00～12月17日(金)18:00
●発送予定日
《卓上カレンダー》2月上旬
《その他》3月下旬
※《卓上カレンダー》と《その他》アイテムをまとめてご注文いただいた場合、合わせて3月下旬の発送となります。"
https://www.inorimachi.com/fc_news/2021/1214150000.html,2021.12.14,まちの新聞「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』リハーサル編」更新！,"ファンクラブページ内
「まちの新聞」
で
「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』リハーサル編」
を公開しました！
ツアー開幕直前！リハーサルを頑張る町長の姿をお届けします！
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2021/1216150000.html,2021.12.16,LINEスタンプ「水瀬いのりとくらりちゃん」第二弾アイディア募集！,"今年5月にリリースとなったLINEスタンプ「水瀬いのりとくらりちゃん」！
この度、第二弾の制作が決定しました☆
第二弾ではいのりまち町民のみなさんより、
あんなワードのスタンプが欲しい...、こんなシチュエーションで使えるものが欲しい...などなど
ご意見を募集します！
●投稿方法
ファンクラブページログイン後、メニューに表示される「アンケート」よりご投稿ください。
●募集期間
2022年1月10日(月祝)23:59まで
たくさんのご意見お待ちしております♪"
https://www.inorimachi.com/fc_news/2021/1217150000.html,2021.12.17,まちの新聞「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』映像撮影編」更新！,"ファンクラブページ内
「まちの新聞」
で
「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』映像撮影編」
を公開しました！
オープニングと公演中に流れた、あの映像の撮影レポートをお届けしちゃいます☆
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2021/1227120000.html,2021.12.27,ファンクラブ会報「いのりまちだより」投稿受付開始！,"ファンクラブ会報「いのりまちだより」17号の投稿受付を開始いたしました！
町長へのメッセージやアニメ、町民集会、イベント、会報の感想、イラストやコーナーへの投稿などなど、みなさんのおたよりをお送りください♪
【ファンクラブページからの投稿】
ファンクラブページログイン後、「ポスト」からご投稿ください。
投稿締切：1月21日(金)18:00
【郵便での投稿】
〒160-0023
東京都新宿区西新宿1-19-6 山手新宿ビル11F
水瀬いのりオフィシャルファンクラブ「いのりまち」○○○(各コーナー名)係
投稿締切：1月21日(金)必着
たくさんの投稿、お待ちしております♪"
https://www.inorimachi.com/fc_news/2021/1228150000.html,2021.12.28,まちの新聞「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』公演ダイジェスト編」更新！,"ファンクラブページ内
「まちの新聞」
で
「『Inori Minase LIVE TOUR 2021 HELLO HORIZON』公演ダイジェスト編」
を公開しました！
全5都市を回ったツアー本編を振り返ります！
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2021/1228150001.html,2021.12.28,まちの新聞「ゆくまちくるまち 2021」更新！,"ファンクラブページ内
「まちの新聞」
で
「ゆくまちくるまち 2021」
を公開しました！
2021年のいのりまちのできごとを振り返ってみました！
今年も大変お世話になりました。よいお年をお迎えください♪"
https://www.inorimachi.com/fc_news/2022/0101100000.html,2022.01.01,年賀状発送のお知らせ,"年賀状を発送いたしました！
1月14日(金)
になりましてもお手元に届かない場合は、
下記期間内にファンクラブまでお問い合わせください。
■未着問い合わせ期間
2022年1月14日(金)～1月28日(金)
■お問い合わせ先
MAIL：contact@inorimachi.com
件名：年賀状未着
本文：会員番号・氏名・住所・お問い合わせの詳細
※未着問い合わせ期間以降にご連絡をいただきましても対応いたしかねますのでご注意ください。
※1月23日(日)までにご入会いただいた方を対象に発送いたします。
※初回発送は、12月24日(金)の時点で2022年1月31日以降の会員期限をお持ちの方が対象です。
※12月25日(土)以降にご入会・ご継続いただいた方へは順次発送いたします。"
https://www.inorimachi.com/fc_news/2022/0101100001.html,2022.01.01,ファンクラブページ更新！,"「いのりまち」ファンクラブページを更新いたしました！
●TOP画像更新！
2022年、町長が発見した動物は......!?
ぜひ
ログイン
してみてくださいね！
●まちの映画館「新年のごあいさつ from町長」更新！
ファンクラブページ内
「まちの映画館」
を更新しました！
町長から町民さんへ新年のごあいさつです♪
●「まちうけ」画像更新！
ファンクラブページ
「まちうけ」
の画像を更新しました♪
期間限定での配信です！
町民さんはダウンロードをお忘れなく！
※画像の無断転載、複製、加工、または再配布する行為はご遠慮ください(ウェブサイト・SNSを含む)。"
https://www.inorimachi.com/fc_news/2022/0120150000.html,2022.01.20,まちの新聞「『いのりまちだより』15号＆16号 まちのひろば出張版」更新！,"ファンクラブページ内
「まちの新聞」
で
「『いのりまちだより』15号＆16号 まちのひろば出張版」
を公開しました！
みなさんからいただいたおたよりをご紹介！
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2022/0203150000.html,2022.02.03,まちの新聞「『いのりまち町民集会2021-おかわり-』イベントレポート編」更新！,"ファンクラブページ内
「まちの新聞」
で
「『いのりまち町民集会2021-おかわり-』イベントレポート編」
を公開しました！
----------
※2月3日 その5～8 更新しました！
----------
2年ぶりに有観客での開催となった『いのりまち町民集会』！
イベントの様子をお届けします♪
ぜひチェックしてみてください！"
https://www.inorimachi.com/fc_news/2022/0218150000.html,2022.02.18,「いのりまち町民集会2021-おかわり-」グッズ事後通信販売　発送に関するお知らせ,"「いのりまち町民集会2021-おかわり-」グッズ事後通信販売につきまして、
3月下旬より発送開始を予定しております。
住所変更を希望される方は
【3月10日(木)15:00】
までに、
ファンクラブページ
「まち役場」
内『会員情報』より変更のお手続きをお願いいたします。
-------------------
建物名や部屋番号の記入漏れは、未着の原因となります。
変更がない方も、登録情報に不備がないか今一度ご確認くださいますようお願いいたします。
-------------------"
https://www.inorimachi.com/fc_news/2022/0218150001.html,2022.02.18,ファンクラブ会報「いのりまちだより」17号発行決定！,"ファンクラブ会報
「いのりまちだより」17号
の発行が決定しました！
17号の発送は3月下旬を予定しております。
今回は『いのりまち町民集会2021-おかわり-』を大特集！
その他、撮影レポートや町民さんと町長の交流コーナーなど、
ここでしか見られない情報が満載の会報です♪
住所変更を希望される方は
【3月10日(木)15:00まで】
に
ファンクラブページログイン後、「まち役場」よりお手続きください。
住所変更がない方も、今一度ご登録内容のご確認をお願いいたします。
※新型コロナウイルス感染症の流行に伴い、発行を延期させていただく場合がございます。
※会報17号は、3月31日(木)までにご入会(入金完了まで)くださった方にお送りします。
※変更手続きがなく発送物未着のお問い合わせをいただいた場合、対応をいたしかねます。
※発送完了後は、まちの回覧板にてお知らせします。"
https://www.inorimachi.com/fc_news/2022/0309150000.html,2022.03.09,まちの新聞「『いのりまち町民集会2021-おかわり-』グッズ撮影編」更新！,"ファンクラブページ内
「まちの新聞」
で
「『いのりまち町民集会2021-おかわり-』グッズ撮影編」
を公開しました！
----------
※3月9日 その4～7 更新しました！
----------
様々なバリエーションの衣装を着こなす町長をお届けしますよ☆
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2022/0311150000.html,2022.03.11,LINEスタンプ「水瀬いのりとくらりちゃん」アンケート,"現在第二弾を鋭意制作中のLINEスタンプ「水瀬いのりとくらりちゃん」、
日々のトークで使っていただけていますでしょうか♪
今回は現在リリース中のスタンプについて、
町民さんが普段どのように使用されているのかアンケートを実施いたします！
お送りいただいた内容は「いのりまちだより」にて発表したいと思いますので、
ぜひお気軽にご回答ください♪
●投稿方法
ファンクラブページログイン後、メニューに表示される「アンケート」よりご投稿ください。
●募集期間
2022年3月25日(金)18:00まで
●スタンプ一覧
たくさんのご意見お待ちしております♪"
https://www.inorimachi.com/fc_news/2022/0317180000.html,2022.03.17,「いのりまち町民集会2021-おかわり-」グッズ事後通信販売　商品のお届けにつきまして,"「いのりまち町民集会2021-おかわり-」グッズ事後通信販売の発送を、
3月17日(木)より開始いたしました！
商品の発送は順次行っております。
発送された方へは、発送完了メールにてお知らせいたします。
----------
※3月23日(水) すべての方への発送が完了いたしました！
----------
宅配伝票番号は【通信販売　発送完了のお知らせ】メール、
またはファンクラブページ内「グッズ」の購入履歴よりご確認いただけます。
不備・不良等お気づきの点がございましたら、
商品到着から8日以内にファンクラブまでお問い合わせください。"
https://www.inorimachi.com/fc_news/2022/0325120000.html,2022.03.25,まちの新聞「配信SINGLE『REAL-EYES』MUSIC CLIP撮影編」更新！,"ファンクラブページ内
「まちの新聞」
で
「配信SINGLE『REAL-EYES』MUSIC CLIP撮影編」
を公開しました！
ブラック町長とホワイト町長、どちらがお好みですか？
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2022/0329120000.html,2022.03.29,ファンクラブ会報「いのりまちだより」投稿受付開始！,"ファンクラブ会報「いのりまちだより」18号の投稿受付を開始いたしました！
町長へのメッセージやアニメ、イベント、会報の感想、イラストやコーナーへの投稿などなど、みなさんのおたよりをお送りください♪
【ファンクラブページからの投稿】
ファンクラブページログイン後、「ポスト」からご投稿ください。
投稿締切：4月22日(金)18:00
【郵便での投稿】
〒160-0023
東京都新宿区西新宿1-19-6 山手新宿ビル11F
水瀬いのりオフィシャルファンクラブ「いのりまち」○○○(各コーナー名)係
投稿締切：4月22日(金)必着
たくさんの投稿、お待ちしております♪"
https://www.inorimachi.com/fc_news/2022/0329150000.html,2022.03.29,ファンクラブ会報「いのりまちだより」17号発送開始のお知らせ,"ファンクラブ会報「いのりまちだより」17号の発送を、3月29日(火)に開始いたしました！
2022年4月12日(火)
になりましてもお手元に届かない場合は、
下記期間内にファンクラブまでお問い合わせください。
■未着問い合わせ期間
4月12日(火)～4月26日(火)
※こちらの問い合わせ期間は3月10日(木)までにご入会・ご継続いただいた方を対象としております。
3月11日(金)以降にご入会・ご継続いただいた方は発送完了メール記載の未着問い合わせ期間をご確認ください。
■お問い合わせ先
MAIL：contact@inorimachi.com
件名：会報17号未着
本文：会員番号・氏名・住所・お問い合わせの詳細
※未着問い合わせ期間以降にご連絡をいただきましても対応いたしかねますのでご注意ください。
※3月末までにご入会いただいた方を対象に発送いたします。
※初回発送は、3月10日(木)までにご入会手続きを完了された方が対象です。
※3月11日(金)以降にご入会いただいた方へは、4月中旬より順次発送いたします。
※会報投稿は【3月29日(火)12:00】より受付を開始しております。"
https://www.inorimachi.com/fc_news/2022/0415150000.html,2022.04.15,まちの新聞「『いのりまちだより』17号 まちのひろば出張版」更新！,"ファンクラブページ内
「まちの新聞」
で
「『いのりまちだより』17号 まちのひろば出張版」
を公開しました！
みなさんからいただいたおたよりをご紹介！
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2022/0516150000.html,2022.05.16,ファンクラブ会報「いのりまちだより」18号発行決定！,"ファンクラブ会報
「いのりまちだより」18号
の発行が決定しました！
18号の発送は6月下旬を予定しております。
今回はLINEスタンプに関するアンケートの集計結果を大発表！
その他、撮影レポートや町民さんと町長の交流コーナーなど、
ここでしか見られない情報が満載の会報です♪
住所変更を希望される方は
【6月14日(火)15:00まで】
に
ファンクラブページログイン後、「まち役場」よりお手続きください。
住所変更がない方も、今一度ご登録内容のご確認をお願いいたします。
※新型コロナウイルス感染症の流行に伴い、発行を延期させていただく場合がございます。
※会報18号は、6月30日(木)までにご入会(入金完了まで)くださった方にお送りします。
※変更手続きがなく発送物未着のお問い合わせをいただいた場合、対応をいたしかねます。
※発送完了後は、まちの回覧板にてお知らせします。"
https://www.inorimachi.com/fc_news/2022/0524220000.html,2022.05.24,「Inori Minase LIVE TOUR 2022 glow」会員先行優先予約のご案内,"「Inori Minase LIVE TOUR 2022 glow」のファンクラブ会員チケット先行優先予約が決定いたしました！
>> 公演情報はこちら！
●申し込み方法
ファンクラブページ「チケット」より、『申込受付期間』内に画面の案内に従ってお手続きください。
《申込受付期間》
6月3日(金)15:00～6月13日(月)18:00
《申込制限枚数》
各公演2枚まで
《当落発表》
7月1日(金)15:00予定
《決済方法選択期間》
7月1日(金)15:00～7月7日(木)23:59
《チケット発送》
【A区分】兵庫～福岡公演／8月中旬、【B区分】神奈川公演／9月中旬
*区分ごとに発送を行います。両区分に当選された場合、発送手数料は2回分頂戴いたします。
【ご注意】
※「チケット」ページ記載の注意事項を必ずご確認ください。ご了承いただきました上でのお手続きとなります。
※受付は先着順ではございません。申し込み者多数の場合、抽選にて当落を決定いたします。
※複数公演当選された場合、当選されたすべてのチケットをご購入いただきます。
※受付開始・終了間際は、アクセスが集中し繋がりにくくなる場合もございます。時間に余裕をもってお手続きください。
※いかなる理由におきましても、申込受付期間終了後の申込み・キャンセル・変更はできません。
ご不明な点のある方は、必ず申込受付期間内にファンクラブまでお問い合わせください。
※今後の新型コロナウイルスの感染状況や政府および上演地の地方自治体の方針等によって公演概要が変更となる場合がございます。
※チケットの申込み・当落結果確認・ご入金には、各期間において会員期限内である必要があります。
当ファンクラブでは、会員期限終了後、1ヶ月は猶予期間として継続手続きが可能です。
例）2022/4/30期限の方　→　2022/5/31まで継続としてお手続きいただけます。
----------------------------
♪入会をご検討の方へ
チケットの申込受付期間終了までに、ファンクラブページより【クレジットカード決済・コンビニ／ペイジー支払】にてご入会(入金完了まで)いただきますとチケットのお申し込みが可能です！
>> ご入会はこちらから！
【ご注意】
※Loppi／ローソンチケット、郵便振込からのお手続きは期日が異なります。
下記期日を過ぎた場合、チケットはお申し込みいただけません。ご注意ください。
・Loppi／ローソンチケット：6月5日(日)
・郵便振込：6月8日(水)
※チケット申込受付期間は6月13日(月)18:00に終了します。時間に余裕を持ってお手続きください。"
https://www.inorimachi.com/fc_news/2022/0603150000.html,2022.06.03,「Inori Minase LIVE TOUR 2022 glow」ファンクラブ会員チケット先行優先予約受付開始のご案内,"「Inori Minase LIVE TOUR 2022 glow」ファンクラブ会員チケット先行優先予約の受付を開始いたしました！
>> 公演情報はこちら！
●申し込み方法
ファンクラブページ「
チケット
」より、『申込受付期間』内に画面の案内に従ってお手続きください。
《申込受付期間》
6月13日(月)18:00まで
《申込制限枚数》
各公演2枚まで
《当落発表》
7月1日(金)15:00予定
《決済方法選択期間》
7月1日(金)15:00～7月7日(木)23:59
《チケット発送》
【A区分】兵庫～福岡公演／8月中旬、【B区分】神奈川公演／9月中旬
*チケット代とは別途、システム利用料\330／発送手数料\770を頂戴いたします。
*区分ごとに発送を行います。両区分に当選された場合、発送手数料2回分頂戴いたします。
【ご注意】
※お申し込み前に公式サイトNEWS
〈「Inori Minase LIVE TOUR 2022 glow」チケット購入に関する注意事項〉
を
ご確認くださいますようお願いいたします。
※「チケット」ページ記載の内容を必ずご確認ください。ご了承いただきました上でのお手続きとなります。
※受付は先着順ではございません。申し込み者多数の場合、抽選にて当落を決定いたします。
※複数公演当選された場合、当選されたすべてのチケットをご購入いただきます。
※同一公演に複数枚お申し込みされる場合、同行者は非会員でもご応募いただけます。
※受付開始・終了間際は、アクセスが集中し繋がりにくくなる場合もございます。時間に余裕をもってお手続きください。
※いかなる理由におきましても、申込受付期間終了後の申込み・キャンセル・変更はできません。
ご不明な点のある方は、必ず申込受付期間内にファンクラブまでお問い合わせください。
※今後の新型コロナウイルスの感染状況や政府および上演地の地方自治体の方針等によって公演概要が変更となる場合がございます。
※チケットのお申込み・当落結果確認・ご入金には、各期間において会員期限内である必要があります。
当ファンクラブでは、会員期限終了後、1ヶ月は猶予期間として継続手続きが可能です。
例）2022/6/30期限の方　→　2022/7/31まで継続としてお手続きいただけます。
----------------------------
♪入会をご検討の方へ
チケットの申込受付期間終了までに、ファンクラブページより【クレジットカード決済・コンビニ／ペイジー支払】にてご入会(入金完了まで)いただきますとチケットのお申し込みが可能です！
>> ご入会はこちらから！
【ご注意】
※郵便振込でのご入会をご希望の場合は、6月8日(水)までのご入金をお願いいたします。
※Loppi／ローソンチケットからのご入会をご希望の方は、お手続きの前にファンクラブまでお問い合わせください。
※チケット申込受付期間は6月13日(月)18:00に終了しますので、時間に余裕を持ってお手続きください。"
https://www.inorimachi.com/fc_news/2022/0609150000.html,2022.06.09,まちの映画館「『Inori Minase LIVE TOUR 2022 glow』決定！」更新！,"ファンクラブページ内
「まちの映画館」
を更新しました！
昨年に続きライブツアー開催が決定！改めて町長にメッセージをいただきました♪
ぜひチェックしてくださいね☆"
https://www.inorimachi.com/fc_news/2022/0701120000.html,2022.07.01,ファンクラブ会報「いのりまちだより」投稿受付開始！,"ファンクラブ会報「いのりまちだより」19号の投稿受付を開始いたしました！
町長へのメッセージやアニメ、イベント、会報の感想、イラストやコーナーへの投稿などなど、みなさんのおたよりをお送りください♪
【ファンクラブページからの投稿】
ファンクラブページログイン後、「ポスト」からご投稿ください。
投稿締切：7月22日(金)18:00
【郵便での投稿】
〒160-0023
東京都新宿区西新宿1-19-6 山手新宿ビル11F
水瀬いのりオフィシャルファンクラブ「いのりまち」○○○(各コーナー名)係
投稿締切：7月22日(金)必着
たくさんの投稿、お待ちしております♪"
https://www.inorimachi.com/fc_news/2022/0701150000.html,2022.07.01,「Inori Minase LIVE TOUR 2022 glow」会員先行優先予約当落結果のご案内,"「Inori Minase LIVE TOUR 2022 glow」ファンクラブ会員チケット先行優先予約にお申し込みいただきました方へ、
当落結果のご案内を開始いたしました。
●当落結果について
ファンクラブページ「チケット」よりご確認いただけます。
また、ファンクラブ登録のメールアドレス宛に『当落結果のお知らせ』メールをお送りしております。
●支払方法
当選された方は、ファンクラブページ「
チケット
」より『決済方法選択期間』内に決済方法を選択し、案内に従ってお手続きください。
《決済方法選択期間》
7月7日(木)23:59まで
《決済方法／支払期限》
クレジットカード：決済方法選択後、即時決済
コンビニ／ペイジー／郵便振込み：7月8日(金)までの取扱日有効
【ご注意】
・チケットのお申し込み・当落結果確認・ご入金には、各期間において会員期限内である必要があります。
・いかなる理由におきましても、当選されたチケットのキャンセル・変更はできません。
・複数公演当選された場合、当選されたすべてのチケットをご購入いただきます。
・一度選択された決済方法の変更はできません。
・入金に不備・不明な点がある場合、選択した決済方法以外での入金や支払期限後の入金はすべて手数料を差し引き返金いたします。
その際、当選は無効となりチケットのご用意はできかねます。
・当選確定後にチケット代金のご入金がない場合、次回以降の当落結果・座席の決定に影響が生じる可能性がございます。
・ご不明な点のある方は、必ず決済方法選択期間内にファンクラブまでお問い合わせください。"
https://www.inorimachi.com/fc_news/2022/0712150000.html,2022.07.12,【神奈川公演】「Inori Minase LIVE TOUR 2022 glow」会員先行優先予約2次受付のご案内,"「Inori Minase LIVE TOUR 2022 glow」神奈川公演の、ファンクラブ会員チケット先行優先予約2次受付が決定いたしました！
>> 公演情報はこちら！
●申し込み方法
ファンクラブページ
「チケット」
より、『申込受付期間』内に画面の案内に従ってお手続きください。
《申込受付期間》
7月15日(金)15:00～7月20日(水)18:00
《当落発表》
7月28日(木)15:00予定
《決済方法選択期間》
7月28日(木)15:00～8月1日(月)23:59
《チケット発送》
9月中旬
《決済方法／支払期限》
クレジットカード：決済方法選択後、即時決済
コンビニ／ペイジー：8月2日(火)
※郵便振込はご利用いただけません
【ご注意】
※すでにチケットを購入されている公演に、2次受付にて当選することはございません。
※「チケット」ページ記載の注意事項を必ずご確認ください。ご了承いただきました上でのお手続きとなります。
※受付は先着順ではございません。申し込み者多数の場合、抽選にて当落を決定いたします。
※複数公演当選された場合、当選されたすべてのチケットをご購入いただきます。
※同一公演に複数枚お申し込みされる場合、同行者は非会員でもご応募いただけます。
※受付開始・終了間際は、アクセスが集中し繋がりにくくなる場合もございます。時間に余裕をもってお手続きください。
※いかなる理由におきましても、申込受付期間終了後の申込み・キャンセル・変更はできません。
ご不明な点のある方は、必ず申込受付期間内にファンクラブまでお問い合わせください。
※今後の新型コロナウイルスの感染状況や政府および上演地の地方自治体の方針等によって公演概要が変更となる場合がございます。
※チケットのお申込み・当落結果確認・ご入金には、各期間において会員期限内である必要があります。
---------------------------
♪入会をご検討の方へ
チケットの申込受付期間終了までに、ファンクラブページより【クレジットカード決済・コンビニ／ペイジー支払】にてご入会(入金完了まで)いただきますとチケットのお申し込みが可能です！
>> ご入会はこちらから！
【ご注意】
※Loppi／ローソンチケット、郵便振込からのお手続きは期日が異なります。
下記期日を過ぎた場合、チケットはお申し込みいただけません。ご注意ください。
・Loppi／ローソンチケット：7月17日(日)
・郵便振込：7月14日(木)
※チケット申込受付期間は
7月20日(水)18:00
に終了しますので、時間に余裕を持ってお手続きください。"
https://www.inorimachi.com/fc_news/2022/0715120000.html,2022.07.15,まちの新聞「4th ALBUM『glow』MUSIC VIDEO撮影編」更新！,"ファンクラブページ内
「まちの新聞」
で
「4th ALBUM『glow』MUSIC VIDEO撮影編」
を更新しました！
アルバムの発売に先駆けて公開となったMUSIC VIDEOの撮影風景をお届けします☆
ぜひご覧ください！"
https://www.inorimachi.com/fc_news/2022/0719150000.html,2022.07.19,まちの新聞「『いのりまちだより』18号 まちのひろば出張版」更新！,"ファンクラブページ内
「まちの新聞」
で
「『いのりまちだより』18号 まちのひろば出張版」
を公開しました！
みなさんからいただいたおたよりをご紹介！
ぜひチェックしてみてください♪"
https://www.inorimachi.com/fc_news/2022/0721150000.html,2022.07.21,まちの新聞「4th ALBUM『glow』フォトブック撮影編」更新！,"ファンクラブページ内
「まちの新聞」
で
「4th ALBUM『glow』フォトブック撮影編」
を更新しました！
アルバムの初回限定盤特典、別冊フォトブックの撮影模様をお届けします☆
ぜひご覧ください！"
